religion,total,geo_code,geo_level,geo_version
Christianity,352,47010,local,2016
Hindu,17786,47010,local,2016
Islam,14,47010,local,2016
Jainism,0,47010,local,2016
Kirat,0,47010,local,2016
Prakriti,12,47010,local,2016
Sikhism,0,47010,local,2016
Others,10,47010,local,2016
Bahai,0,47003,local,2016
Bon,0,47003,local,2016
Buddism,10603,47003,local,2016
Christianity,135,47003,local,2016
Hindu,11752,47003,local,2016
Islam,64,47003,local,2016
Jainism,0,47003,local,2016
Kirat,0,47003,local,2016
Prakriti,12,47003,local,2016
Sikhism,0,47003,local,2016
Others,45,47003,local,2016
Bahai,1,47008,local,2016
Bon,0,47008,local,2016
Buddism,444,47008,local,2016
Christianity,14,47008,local,2016
Hindu,18228,47008,local,2016
Islam,30,47008,local,2016
Jainism,0,47008,local,2016
Kirat,0,47008,local,2016
Prakriti,13,47008,local,2016
Sikhism,0,47008,local,2016
Others,40,47008,local,2016
Bahai,1,47006,local,2016
Bon,0,47006,local,2016
Buddism,1069,47006,local,2016
Christianity,112,47006,local,2016
Hindu,18966,47006,local,2016
Islam,17,47006,local,2016
Jainism,0,47006,local,2016
Kirat,0,47006,local,2016
Prakriti,22,47006,local,2016
Sikhism,0,47006,local,2016
Others,3,47006,local,2016
Bahai,0,47001,local,2016
Bon,0,47001,local,2016
Buddism,711,47001,local,2016
Christianity,207,47001,local,2016
Hindu,20396,47001,local,2016
Islam,20,47001,local,2016
Jainism,0,47001,local,2016
Kirat,0,47001,local,2016
Prakriti,9,47001,local,2016
Sikhism,0,47001,local,2016
Others,18,47001,local,2016
Bahai,0,47009,local,2016
Bon,1,47009,local,2016
Buddism,2107,47009,local,2016
Christianity,850,47009,local,2016
Hindu,48904,47009,local,2016
Islam,441,47009,local,2016
Jainism,0,47009,local,2016
Kirat,0,47009,local,2016
Prakriti,144,47009,local,2016
Sikhism,0,47009,local,2016
Others,91,47009,local,2016
Bahai,0,47002,local,2016
Bon,0,47002,local,2016
Buddism,1027,47002,local,2016
Christianity,369,47002,local,2016
Hindu,23450,47002,local,2016
Islam,20,47002,local,2016
Jainism,0,47002,local,2016
Kirat,0,47002,local,2016
Prakriti,50,47002,local,2016
Sikhism,0,47002,local,2016
Others,101,47002,local,2016
Bahai,0,47004,local,2016
Bon,0,47004,local,2016
Buddism,1787,47004,local,2016
Christianity,144,47004,local,2016
Hindu,17585,47004,local,2016
Islam,1,47004,local,2016
Jainism,0,47004,local,2016
Kirat,0,47004,local,2016
Prakriti,30,47004,local,2016
Sikhism,0,47004,local,2016
Others,43,47004,local,2016
Bahai,1,58,district,2016
Bon,0,58,district,2016
Buddism,26348,58,district,2016
Christianity,3871,58,district,2016
Hindu,191216,58,district,2016
Islam,216,58,district,2016
Jainism,0,58,district,2016
Kirat,4,58,district,2016
Prakriti,1490,58,district,2016
Sikhism,0,58,district,2016
Others,1360,58,district,2016
Bahai,0,53008,local,2016
Bon,0,53008,local,2016
Buddism,764,53008,local,2016
Christianity,69,53008,local,2016
Hindu,27178,53008,local,2016
Islam,153,53008,local,2016
Jainism,0,53008,local,2016
Kirat,0,53008,local,2016
Prakriti,9,53008,local,2016
Sikhism,0,53008,local,2016
Others,40,53008,local,2016
Bahai,0,53001,local,2016
Bon,0,53001,local,2016
Buddism,3431,53001,local,2016
Christianity,315,53001,local,2016
Hindu,16986,53001,local,2016
Islam,1,53001,local,2016
Jainism,0,53001,local,2016
Kirat,0,53001,local,2016
Prakriti,27,53001,local,2016
Sikhism,0,53001,local,2016
Others,18,53001,local,2016
Bahai,1,53003,local,2016
Bon,0,53003,local,2016
Buddism,3979,53003,local,2016
Christianity,804,53003,local,2016
Hindu,12610,53003,local,2016
Islam,17,53003,local,2016
Jainism,0,53003,local,2016
Kirat,0,53003,local,2016
Prakriti,200,53003,local,2016
Sikhism,0,53003,local,2016
Others,375,53003,local,2016
Bahai,0,53004,local,2016
Bon,0,53004,local,2016
Buddism,7816,53004,local,2016
Christianity,233,53004,local,2016
Hindu,25869,53004,local,2016
Islam,32,53004,local,2016
Jainism,0,53004,local,2016
Kirat,3,53004,local,2016
Prakriti,311,53004,local,2016
Sikhism,0,53004,local,2016
Others,83,53004,local,2016
Bahai,0,53010,local,2016
Bon,0,53010,local,2016
Buddism,2007,53010,local,2016
Christianity,574,53010,local,2016
Hindu,21382,53010,local,2016
Islam,1,53010,local,2016
Jainism,0,53010,local,2016
Kirat,1,53010,local,2016
Prakriti,0,53010,local,2016
Sikhism,0,53010,local,2016
Others,145,53010,local,2016
Bahai,0,53006,local,2016
Bon,0,53006,local,2016
Buddism,92,53006,local,2016
Christianity,145,53006,local,2016
Hindu,19735,53006,local,2016
Islam,0,53006,local,2016
Jainism,0,53006,local,2016
Kirat,0,53006,local,2016
Prakriti,0,53006,local,2016
Sikhism,0,53006,local,2016
Others,37,53006,local,2016
Bahai,0,53009,local,2016
Bon,0,53009,local,2016
Buddism,3518,53009,local,2016
Christianity,172,53009,local,2016
Hindu,6619,53009,local,2016
Islam,4,53009,local,2016
Jainism,0,53009,local,2016
Kirat,0,53009,local,2016
Prakriti,160,53009,local,2016
Sikhism,0,53009,local,2016
Others,408,53009,local,2016
Bahai,0,53005,local,2016
Bon,0,53005,local,2016
Buddism,109,53005,local,2016
Christianity,1182,53005,local,2016
Hindu,27037,53005,local,2016
Islam,8,53005,local,2016
Jainism,0,53005,local,2016
Kirat,0,53005,local,2016
Prakriti,1,53005,local,2016
Sikhism,0,53005,local,2016
Others,180,53005,local,2016
Bahai,0,53002,local,2016
Bon,0,53002,local,2016
Buddism,485,53002,local,2016
Christianity,27,53002,local,2016
Hindu,22829,53002,local,2016
Islam,0,53002,local,2016
Jainism,0,53002,local,2016
Kirat,0,53002,local,2016
Prakriti,283,53002,local,2016
Sikhism,0,53002,local,2016
Others,7,53002,local,2016
Bahai,0,53007,local,2016
Bon,0,53007,local,2016
Buddism,4147,53007,local,2016
Christianity,350,53007,local,2016
Hindu,10971,53007,local,2016
Islam,0,53007,local,2016
Jainism,0,53007,local,2016
Kirat,0,53007,local,2016
Prakriti,499,53007,local,2016
Sikhism,0,53007,local,2016
Others,67,53007,local,2016
Bahai,49,15,district,2016
Bon,0,15,district,2016
Buddism,6429,15,district,2016
Christianity,7431,15,district,2016
Hindu,533049,15,district,2016
Islam,4781,15,district,2016
Jainism,0,15,district,2016
Kirat,16,15,district,2016
Prakriti,391,15,district,2016
Sikhism,0,15,district,2016
Others,437,15,district,2016
Bahai,3,56005,local,2016
Bon,0,56005,local,2016
Buddism,2421,56005,local,2016
Christianity,2345,56005,local,2016
Hindu,152101,56005,local,2016
Islam,1321,56005,local,2016
Jainism,0,56005,local,2016
Kirat,1,56005,local,2016
Prakriti,267,56005,local,2016
Sikhism,0,56005,local,2016
Others,169,56005,local,2016
Bahai,40,56010,local,2016
Bon,0,56010,local,2016
Buddism,1268,56010,local,2016
Christianity,1039,56010,local,2016
Hindu,139718,56010,local,2016
Islam,673,56010,local,2016
Jainism,0,56010,local,2016
Kirat,6,56010,local,2016
Prakriti,1,56010,local,2016
Sikhism,0,56010,local,2016
Others,124,56010,local,2016
Bahai,0,56003,local,2016
Bon,0,56003,local,2016
Buddism,22,56003,local,2016
Christianity,105,56003,local,2016
Hindu,21334,56003,local,2016
Islam,4,56003,local,2016
Jainism,0,56003,local,2016
Kirat,0,56003,local,2016
Prakriti,0,56003,local,2016
Sikhism,0,56003,local,2016
Others,19,56003,local,2016
Bahai,0,56007,local,2016
Bon,0,56007,local,2016
Buddism,21,56007,local,2016
Christianity,554,56007,local,2016
Hindu,24257,56007,local,2016
Islam,219,56007,local,2016
Jainism,0,56007,local,2016
Kirat,0,56007,local,2016
Prakriti,1,56007,local,2016
Sikhism,0,56007,local,2016
Others,9,56007,local,2016
Bahai,0,56006,local,2016
Bon,0,56006,local,2016
Buddism,553,56006,local,2016
Christianity,1236,56006,local,2016
Hindu,45666,56006,local,2016
Islam,528,56006,local,2016
Jainism,0,56006,local,2016
Kirat,9,56006,local,2016
Prakriti,0,56006,local,2016
Sikhism,0,56006,local,2016
Others,20,56006,local,2016
Bahai,1,56009,local,2016
Bon,0,56009,local,2016
Buddism,342,56009,local,2016
Christianity,246,56009,local,2016
Hindu,24396,56009,local,2016
Islam,197,56009,local,2016
Jainism,0,56009,local,2016
Kirat,0,56009,local,2016
Prakriti,0,56009,local,2016
Sikhism,0,56009,local,2016
Others,21,56009,local,2016
Bahai,0,56001,local,2016
Bon,0,56001,local,2016
Buddism,303,56001,local,2016
Christianity,676,56001,local,2016
Hindu,26443,56001,local,2016
Islam,37,56001,local,2016
Jainism,0,56001,local,2016
Kirat,0,56001,local,2016
Prakriti,1,56001,local,2016
Sikhism,0,56001,local,2016
Others,9,56001,local,2016
Bahai,1,56008,local,2016
Bon,0,56008,local,2016
Buddism,508,56008,local,2016
Christianity,582,56008,local,2016
Hindu,39080,56008,local,2016
Islam,615,56008,local,2016
Jainism,0,56008,local,2016
Kirat,0,56008,local,2016
Prakriti,118,56008,local,2016
Sikhism,0,56008,local,2016
Others,45,56008,local,2016
Bahai,0,56002,local,2016
Bon,0,56002,local,2016
Buddism,966,56002,local,2016
Christianity,201,56002,local,2016
Hindu,23067,56002,local,2016
Islam,7,56002,local,2016
Jainism,0,56002,local,2016
Kirat,0,56002,local,2016
Prakriti,3,56002,local,2016
Sikhism,0,56002,local,2016
Others,1,56002,local,2016
Bahai,4,56004,local,2016
Bon,0,56004,local,2016
Buddism,25,56004,local,2016
Christianity,447,56004,local,2016
Hindu,36987,56004,local,2016
Islam,1180,56004,local,2016
Jainism,0,56004,local,2016
Kirat,0,56004,local,2016
Prakriti,0,56004,local,2016
Sikhism,0,56004,local,2016
Others,20,56004,local,2016
Bahai,6,02,district,2016
Bon,1,02,district,2016
Buddism,3786,02,district,2016
Christianity,218,02,district,2016
Hindu,191754,02,district,2016
Islam,1773,02,district,2016
Jainism,0,02,district,2016
Kirat,6,02,district,2016
Prakriti,1,02,district,2016
Sikhism,0,02,district,2016
Others,87,02,district,2016
Bahai,0,51002,local,2016
Bon,1,51002,local,2016
Buddism,3,51002,local,2016
Christianity,7,51002,local,2016
Hindu,24768,51002,local,2016
Islam,543,51002,local,2016
Jainism,0,51002,local,2016
Kirat,0,51002,local,2016
Prakriti,0,51002,local,2016
Sikhism,0,51002,local,2016
Others,21,51002,local,2016
Bahai,1,51003,local,2016
Bon,0,51003,local,2016
Buddism,23,51003,local,2016
Christianity,19,51003,local,2016
Hindu,27996,51003,local,2016
Islam,5,51003,local,2016
Jainism,0,51003,local,2016
Kirat,0,51003,local,2016
Prakriti,0,51003,local,2016
Sikhism,0,51003,local,2016
Others,0,51003,local,2016
Bahai,0,51005,local,2016
Bon,0,51005,local,2016
Buddism,139,51005,local,2016
Christianity,96,51005,local,2016
Hindu,40905,51005,local,2016
Islam,580,51005,local,2016
Jainism,0,51005,local,2016
Kirat,6,51005,local,2016
Prakriti,0,51005,local,2016
Sikhism,0,51005,local,2016
Others,46,51005,local,2016
Bahai,1,51001,local,2016
Bon,0,51001,local,2016
Buddism,676,51001,local,2016
Christianity,50,51001,local,2016
Hindu,31898,51001,local,2016
Islam,1,51001,local,2016
Jainism,0,51001,local,2016
Kirat,0,51001,local,2016
Prakriti,1,51001,local,2016
Sikhism,0,51001,local,2016
Others,13,51001,local,2016
Bahai,3,51006,local,2016
Bon,0,51006,local,2016
Buddism,2510,51006,local,2016
Christianity,40,51006,local,2016
Hindu,40807,51006,local,2016
Islam,35,51006,local,2016
Jainism,0,51006,local,2016
Kirat,0,51006,local,2016
Prakriti,0,51006,local,2016
Sikhism,0,51006,local,2016
Others,6,51006,local,2016
Bahai,1,51004,local,2016
Bon,0,51004,local,2016
Buddism,435,51004,local,2016
Christianity,6,51004,local,2016
Hindu,25380,51004,local,2016
Islam,609,51004,local,2016
Jainism,0,51004,local,2016
Kirat,0,51004,local,2016
Prakriti,0,51004,local,2016
Sikhism,0,51004,local,2016
Others,1,51004,local,2016
Bahai,34,09,district,2016
Bon,0,09,district,2016
Buddism,4299,09,district,2016
Christianity,9241,09,district,2016
Hindu,401702,09,district,2016
Islam,11084,09,district,2016
Jainism,0,09,district,2016
Kirat,42,09,district,2016
Prakriti,28,09,district,2016
Sikhism,0,09,district,2016
Others,146,09,district,2016
Bahai,0,58007,local,2016
Bon,0,58007,local,2016
Buddism,229,58007,local,2016
Christianity,760,58007,local,2016
Hindu,57993,58007,local,2016
Islam,824,58007,local,2016
Jainism,0,58007,local,2016
Kirat,0,58007,local,2016
Prakriti,0,58007,local,2016
Sikhism,0,58007,local,2016
Others,12,58007,local,2016
Bahai,5,58001,local,2016
Bon,0,58001,local,2016
Buddism,837,58001,local,2016
Christianity,1240,58001,local,2016
Hindu,44469,58001,local,2016
Islam,1340,58001,local,2016
Jainism,0,58001,local,2016
Kirat,6,58001,local,2016
Prakriti,9,58001,local,2016
Sikhism,0,58001,local,2016
Others,42,58001,local,2016
Bahai,1,58008,local,2016
Bon,0,58008,local,2016
Buddism,405,58008,local,2016
Christianity,1042,58008,local,2016
Hindu,43410,58008,local,2016
Islam,270,58008,local,2016
Jainism,0,58008,local,2016
Kirat,36,58008,local,2016
Prakriti,1,58008,local,2016
Sikhism,0,58008,local,2016
Others,8,58008,local,2016
Bahai,3,58004,local,2016
Bon,0,58004,local,2016
Buddism,2,58004,local,2016
Christianity,504,58004,local,2016
Hindu,34318,58004,local,2016
Islam,42,58004,local,2016
Jainism,0,58004,local,2016
Kirat,0,58004,local,2016
Prakriti,0,58004,local,2016
Sikhism,0,58004,local,2016
Others,16,58004,local,2016
Bahai,0,58002,local,2016
Bon,0,58002,local,2016
Buddism,354,58002,local,2016
Christianity,905,58002,local,2016
Hindu,53905,58002,local,2016
Islam,698,58002,local,2016
Jainism,0,58002,local,2016
Kirat,0,58002,local,2016
Prakriti,0,58002,local,2016
Sikhism,0,58002,local,2016
Others,13,58002,local,2016
Bahai,1,58005,local,2016
Bon,0,58005,local,2016
Buddism,240,58005,local,2016
Christianity,915,58005,local,2016
Hindu,59464,58005,local,2016
Islam,7508,58005,local,2016
Jainism,0,58005,local,2016
Kirat,0,58005,local,2016
Prakriti,7,58005,local,2016
Sikhism,0,58005,local,2016
Others,29,58005,local,2016
Bahai,13,58006,local,2016
Bon,0,58006,local,2016
Buddism,1556,58006,local,2016
Christianity,1738,58006,local,2016
Hindu,43081,58006,local,2016
Islam,276,58006,local,2016
Jainism,0,58006,local,2016
Kirat,0,58006,local,2016
Prakriti,1,58006,local,2016
Sikhism,0,58006,local,2016
Others,17,58006,local,2016
Bahai,11,58003,local,2016
Bon,0,58003,local,2016
Buddism,676,58003,local,2016
Christianity,2137,58003,local,2016
Hindu,65062,58003,local,2016
Islam,126,58003,local,2016
Jainism,0,58003,local,2016
Kirat,0,58003,local,2016
Prakriti,10,58003,local,2016
Sikhism,0,58003,local,2016
Others,9,58003,local,2016
Bahai,24,33,district,2016
Bon,17,33,district,2016
Buddism,4986,33,district,2016
Christianity,1115,33,district,2016
Hindu,461070,33,district,2016
Islam,103838,33,district,2016
Jainism,2,33,district,2016
Kirat,20,33,district,2016
Prakriti,95,33,district,2016
Sikhism,23,33,district,2016
Others,746,33,district,2016
Bahai,1,50009,local,2016
Bon,17,50009,local,2016
Buddism,50,50009,local,2016
Christianity,43,50009,local,2016
Hindu,36555,50009,local,2016
Islam,8561,50009,local,2016
Jainism,1,50009,local,2016
Kirat,5,50009,local,2016
Prakriti,5,50009,local,2016
Sikhism,0,50009,local,2016
Others,63,50009,local,2016
Bahai,21,50001,local,2016
Bon,0,50001,local,2016
Buddism,3518,50001,local,2016
Christianity,351,50001,local,2016
Hindu,70353,50001,local,2016
Islam,954,50001,local,2016
Jainism,0,50001,local,2016
Kirat,7,50001,local,2016
Prakriti,41,50001,local,2016
Sikhism,0,50001,local,2016
Others,109,50001,local,2016
Bahai,0,50002,local,2016
Bon,0,50002,local,2016
Buddism,195,50002,local,2016
Christianity,84,50002,local,2016
Hindu,30499,50002,local,2016
Islam,6189,50002,local,2016
Jainism,0,50002,local,2016
Kirat,0,50002,local,2016
Prakriti,3,50002,local,2016
Sikhism,0,50002,local,2016
Others,43,50002,local,2016
Bahai,0,50007,local,2016
Bon,0,50007,local,2016
Buddism,141,50007,local,2016
Christianity,2,50007,local,2016
Hindu,31967,50007,local,2016
Islam,16059,50007,local,2016
Jainism,0,50007,local,2016
Kirat,0,50007,local,2016
Prakriti,21,50007,local,2016
Sikhism,0,50007,local,2016
Others,289,50007,local,2016
Bahai,0,50010,local,2016
Bon,0,50010,local,2016
Buddism,32,50010,local,2016
Christianity,0,50010,local,2016
Hindu,27926,50010,local,2016
Islam,10967,50010,local,2016
Jainism,0,50010,local,2016
Kirat,0,50010,local,2016
Prakriti,5,50010,local,2016
Sikhism,0,50010,local,2016
Others,22,50010,local,2016
Bahai,0,50005,local,2016
Bon,0,50005,local,2016
Buddism,29,50005,local,2016
Christianity,4,50005,local,2016
Hindu,45139,50005,local,2016
Islam,17156,50005,local,2016
Jainism,1,50005,local,2016
Kirat,0,50005,local,2016
Prakriti,3,50005,local,2016
Sikhism,19,50005,local,2016
Others,71,50005,local,2016
Bahai,2,50003,local,2016
Bon,0,50003,local,2016
Buddism,568,50003,local,2016
Christianity,177,50003,local,2016
Hindu,59349,50003,local,2016
Islam,5317,50003,local,2016
Jainism,0,50003,local,2016
Kirat,8,50003,local,2016
Prakriti,2,50003,local,2016
Sikhism,0,50003,local,2016
Others,35,50003,local,2016
Bahai,0,50004,local,2016
Bon,0,50004,local,2016
Buddism,107,50004,local,2016
Christianity,156,50004,local,2016
Hindu,62590,50004,local,2016
Islam,13928,50004,local,2016
Jainism,0,50004,local,2016
Kirat,0,50004,local,2016
Prakriti,9,50004,local,2016
Sikhism,4,50004,local,2016
Others,100,50004,local,2016
Bahai,0,50008,local,2016
Bon,0,50008,local,2016
Buddism,308,50008,local,2016
Christianity,297,50008,local,2016
Hindu,55288,50008,local,2016
Islam,11250,50008,local,2016
Jainism,0,50008,local,2016
Kirat,0,50008,local,2016
Prakriti,6,50008,local,2016
Sikhism,0,50008,local,2016
Others,13,50008,local,2016
Bahai,0,50006,local,2016
Bon,0,50006,local,2016
Buddism,38,50006,local,2016
Christianity,1,50006,local,2016
Hindu,41404,50006,local,2016
Islam,13457,50006,local,2016
Jainism,0,50006,local,2016
Kirat,0,50006,local,2016
Prakriti,0,50006,local,2016
Sikhism,0,50006,local,2016
Others,1,50006,local,2016
Bahai,68,4,province,2016
Bon,10563,4,province,2016
Buddism,313460,4,province,2016
Christianity,40964,4,province,2016
Hindu,2007826,4,province,2016
Islam,17632,4,province,2016
Jainism,23,4,province,2016
Kirat,647,4,province,2016
Prakriti,5970,4,province,2016
Sikhism,14,4,province,2016
Others,6590,4,province,2016
Bahai,15,23,district,2016
Bon,1713,23,district,2016
Buddism,51766,23,district,2016
Christianity,8860,23,district,2016
Hindu,203702,23,district,2016
Islam,3056,23,district,2016
Jainism,1,23,district,2016
Kirat,22,23,district,2016
Prakriti,1640,23,district,2016
Sikhism,2,23,district,2016
Others,284,23,district,2016
Bahai,1,36011,local,2016
Bon,0,36011,local,2016
Buddism,10674,36011,local,2016
Christianity,859,36011,local,2016
Hindu,13211,36011,local,2016
Islam,35,36011,local,2016
Jainism,0,36011,local,2016
Kirat,0,36011,local,2016
Prakriti,608,36011,local,2016
Sikhism,0,36011,local,2016
Others,11,36011,local,2016
Bahai,1,36008,local,2016
Bon,0,36008,local,2016
Buddism,2682,36008,local,2016
Christianity,2211,36008,local,2016
Hindu,32993,36008,local,2016
Islam,309,36008,local,2016
Jainism,0,36008,local,2016
Kirat,4,36008,local,2016
Prakriti,2,36008,local,2016
Sikhism,0,36008,local,2016
Others,42,36008,local,2016
Bahai,0,36001,local,2016
Bon,1,36001,local,2016
Buddism,6910,36001,local,2016
Christianity,1005,36001,local,2016
Hindu,15482,36001,local,2016
Islam,98,36001,local,2016
Jainism,0,36001,local,2016
Kirat,0,36001,local,2016
Prakriti,350,36001,local,2016
Sikhism,0,36001,local,2016
Others,69,36001,local,2016
Bahai,0,36003,local,2016
Bon,0,36003,local,2016
Buddism,426,36003,local,2016
Christianity,143,36003,local,2016
Hindu,20946,36003,local,2016
Islam,478,36003,local,2016
Jainism,0,36003,local,2016
Kirat,6,36003,local,2016
Prakriti,51,36003,local,2016
Sikhism,0,36003,local,2016
Others,3,36003,local,2016
Bahai,1,36006,local,2016
Bon,0,36006,local,2016
Buddism,2238,36006,local,2016
Christianity,427,36006,local,2016
Hindu,19908,36006,local,2016
Islam,110,36006,local,2016
Jainism,0,36006,local,2016
Kirat,1,36006,local,2016
Prakriti,557,36006,local,2016
Sikhism,0,36006,local,2016
Others,20,36006,local,2016
Bahai,2,36010,local,2016
Bon,0,36010,local,2016
Buddism,4831,36010,local,2016
Christianity,615,36010,local,2016
Hindu,17797,36010,local,2016
Islam,371,36010,local,2016
Jainism,0,36010,local,2016
Kirat,2,36010,local,2016
Prakriti,16,36010,local,2016
Sikhism,0,36010,local,2016
Others,32,36010,local,2016
Bahai,0,36002,local,2016
Bon,7,36002,local,2016
Buddism,6062,36002,local,2016
Christianity,148,36002,local,2016
Hindu,9357,36002,local,2016
Islam,22,36002,local,2016
Jainism,0,36002,local,2016
Kirat,0,36002,local,2016
Prakriti,6,36002,local,2016
Sikhism,0,36002,local,2016
Others,0,36002,local,2016
Bahai,1,36007,local,2016
Bon,3,36007,local,2016
Buddism,2235,36007,local,2016
Christianity,2295,36007,local,2016
Hindu,44482,36007,local,2016
Islam,1579,36007,local,2016
Jainism,0,36007,local,2016
Kirat,9,36007,local,2016
Prakriti,18,36007,local,2016
Sikhism,2,36007,local,2016
Others,60,36007,local,2016
Bahai,0,36004,local,2016
Bon,0,36004,local,2016
Buddism,6912,36004,local,2016
Christianity,181,36004,local,2016
Hindu,295,36004,local,2016
Islam,0,36004,local,2016
Jainism,1,36004,local,2016
Kirat,0,36004,local,2016
Prakriti,3,36004,local,2016
Sikhism,0,36004,local,2016
Others,25,36004,local,2016
Bahai,0,36005,local,2016
Bon,1702,36005,local,2016
Buddism,7454,36005,local,2016
Christianity,737,36005,local,2016
Hindu,3361,36005,local,2016
Islam,0,36005,local,2016
Jainism,0,36005,local,2016
Kirat,0,36005,local,2016
Prakriti,0,36005,local,2016
Sikhism,0,36005,local,2016
Others,10,36005,local,2016
Bahai,9,36009,local,2016
Bon,0,36009,local,2016
Buddism,1342,36009,local,2016
Christianity,239,36009,local,2016
Hindu,25870,36009,local,2016
Islam,54,36009,local,2016
Jainism,0,36009,local,2016
Kirat,0,36009,local,2016
Prakriti,29,36009,local,2016
Sikhism,0,36009,local,2016
Others,12,36009,local,2016
Bahai,3,03,district,2016
Bon,75,03,district,2016
Buddism,23474,03,district,2016
Christianity,1683,03,district,2016
Hindu,239785,03,district,2016
Islam,734,03,district,2016
Jainism,1,03,district,2016
Kirat,13,03,district,2016
Prakriti,1792,03,district,2016
Sikhism,0,03,district,2016
Others,1053,03,district,2016
Bahai,1,45008,local,2016
Bon,0,45008,local,2016
Buddism,1626,45008,local,2016
Christianity,145,45008,local,2016
Hindu,21497,45008,local,2016
Islam,18,45008,local,2016
Jainism,0,45008,local,2016
Kirat,0,45008,local,2016
Prakriti,0,45008,local,2016
Sikhism,0,45008,local,2016
Others,38,45008,local,2016
Bahai,0,45007,local,2016
Bon,49,45007,local,2016
Buddism,4215,45007,local,2016
Christianity,77,45007,local,2016
Hindu,21550,45007,local,2016
Islam,15,45007,local,2016
Jainism,0,45007,local,2016
Kirat,0,45007,local,2016
Prakriti,43,45007,local,2016
Sikhism,0,45007,local,2016
Others,147,45007,local,2016
Bahai,1,45005,local,2016
Bon,7,45005,local,2016
Buddism,3204,45005,local,2016
Christianity,42,45005,local,2016
Hindu,29938,45005,local,2016
Islam,101,45005,local,2016
Jainism,0,45005,local,2016
Kirat,4,45005,local,2016
Prakriti,11,45005,local,2016
Sikhism,0,45005,local,2016
Others,22,45005,local,2016
Bahai,0,45001,local,2016
Bon,0,45001,local,2016
Buddism,4792,45001,local,2016
Christianity,525,45001,local,2016
Hindu,25475,45001,local,2016
Islam,47,45001,local,2016
Jainism,0,45001,local,2016
Kirat,4,45001,local,2016
Prakriti,6,45001,local,2016
Sikhism,0,45001,local,2016
Others,57,45001,local,2016
Bahai,0,45002,local,2016
Bon,15,45002,local,2016
Buddism,3398,45002,local,2016
Christianity,296,45002,local,2016
Hindu,55077,45002,local,2016
Islam,345,45002,local,2016
Jainism,0,45002,local,2016
Kirat,4,45002,local,2016
Prakriti,34,45002,local,2016
Sikhism,0,45002,local,2016
Others,101,45002,local,2016
Bahai,0,45003,local,2016
Bon,1,45003,local,2016
Buddism,1823,45003,local,2016
Christianity,28,45003,local,2016
Hindu,12571,45003,local,2016
Islam,41,45003,local,2016
Jainism,0,45003,local,2016
Kirat,0,45003,local,2016
Prakriti,0,45003,local,2016
Sikhism,0,45003,local,2016
Others,47,45003,local,2016
Bahai,0,45009,local,2016
Bon,0,45009,local,2016
Buddism,192,45009,local,2016
Christianity,208,45009,local,2016
Hindu,10210,45009,local,2016
Islam,6,45009,local,2016
Jainism,0,45009,local,2016
Kirat,0,45009,local,2016
Prakriti,11,45009,local,2016
Sikhism,0,45009,local,2016
Others,32,45009,local,2016
Bahai,1,45004,local,2016
Bon,0,45004,local,2016
Buddism,1480,45004,local,2016
Christianity,277,45004,local,2016
Hindu,24085,45004,local,2016
Islam,111,45004,local,2016
Jainism,0,45004,local,2016
Kirat,1,45004,local,2016
Prakriti,188,45004,local,2016
Sikhism,0,45004,local,2016
Others,295,45004,local,2016
Bahai,0,45010,local,2016
Bon,0,45010,local,2016
Buddism,879,45010,local,2016
Christianity,41,45010,local,2016
Hindu,9609,45010,local,2016
Islam,6,45010,local,2016
Jainism,1,45010,local,2016
Kirat,0,45010,local,2016
Prakriti,1393,45010,local,2016
Sikhism,0,45010,local,2016
Others,80,45010,local,2016
Bahai,0,45006,local,2016
Bon,3,45006,local,2016
Buddism,1865,45006,local,2016
Christianity,44,45006,local,2016
Hindu,29773,45006,local,2016
Islam,44,45006,local,2016
Jainism,0,45006,local,2016
Kirat,0,45006,local,2016
Prakriti,106,45006,local,2016
Sikhism,0,45006,local,2016
Others,234,45006,local,2016
Bahai,6,71,district,2016
Bon,3717,71,district,2016
Buddism,21514,71,district,2016
Christianity,582,71,district,2016
Hindu,260832,71,district,2016
Islam,1978,71,district,2016
Jainism,0,71,district,2016
Kirat,21,71,district,2016
Prakriti,38,71,district,2016
Sikhism,0,71,district,2016
Others,460,71,district,2016
Bahai,0,39008,local,2016
Bon,0,39008,local,2016
Buddism,317,39008,local,2016
Christianity,59,39008,local,2016
Hindu,21379,39008,local,2016
Islam,30,39008,local,2016
Jainism,0,39008,local,2016
Kirat,1,39008,local,2016
Prakriti,3,39008,local,2016
Sikhism,0,39008,local,2016
Others,35,39008,local,2016
Bahai,0,39005,local,2016
Bon,110,39005,local,2016
Buddism,495,39005,local,2016
Christianity,24,39005,local,2016
Hindu,25408,39005,local,2016
Islam,57,39005,local,2016
Jainism,0,39005,local,2016
Kirat,0,39005,local,2016
Prakriti,7,39005,local,2016
Sikhism,0,39005,local,2016
Others,0,39005,local,2016
Bahai,0,39009,local,2016
Bon,110,39009,local,2016
Buddism,1390,39009,local,2016
Christianity,77,39009,local,2016
Hindu,10747,39009,local,2016
Islam,11,39009,local,2016
Jainism,0,39009,local,2016
Kirat,0,39009,local,2016
Prakriti,0,39009,local,2016
Sikhism,0,39009,local,2016
Others,6,39009,local,2016
Bahai,0,39001,local,2016
Bon,167,39001,local,2016
Buddism,450,39001,local,2016
Christianity,7,39001,local,2016
Hindu,15925,39001,local,2016
